student_id,session_id,timestamp,cours_id,time_spent_minutes,pages_visited,video_watched_percent,click_events,notes_taken,forum_posts,revisit_flag,quiz_score,attempts_taken,assignment_score,feedback_rating,days_since_last_activity,cumulative_quiz_score,learning_trend,attention_score,feedback_type,next_module_prediction,success_label,session_id_unified
S0059,S0059_S22,2024-03-29 14:26:00,PHY101,32.35865065749571,6,98.78787864832503,42,1,2,1,88,3,89,1,8,1657,75.32,0.25,revise_prev_topic,MATH101,1,SID_01762
S0059,S0059_S23,2024-03-05 12:39:00,PHY101,26.77938603521668,7,81.77701010242217,41,1,1,1,75,2,80,2,3,1732,75.3,0.19,practice_more,CS101,1,SID_01763
S0059,S0059_S24,2024-03-07 18:05:00,MATH101,18.04530283334488,8,85.61516612235695,24,1,1,0,71,3,81,2,7,1803,75.12,0.16,good_progress,CS101,1,SID_01764
S0059,S0059_S25,2024-04-29 16:26:00,CS101,34.73731660768657,11,54.921997794347,42,0,2,0,100,3,83,4,3,1903,76.12,0.2,pace_slow,CS101,1,SID_01765
S0059,S0059_S26,2024-02-02 18:22:00,ENG101,21.134332664920827,14,50.67214657791008,22,1,1,1,86,2,65,1,0,1989,76.5,0.16,content_boost,SCI101,1,SID_01766
S0059,S0059_S27,2024-02-19 14:34:00,MATH101,24.85574181738257,8,43.94562982253889,34,1,0,0,81,2,78,4,4,2070,76.67,0.13,content_boost,PHY101,1,SID_01767
S0059,S0059_S28,2024-01-14 06:27:00,PHY101,39.62613574711632,2,71.05097592493077,39,0,0,1,93,1,73,4,7,2163,77.25,0.2,content_boost,MATH101,1,SID_01768
S0059,S0059_S29,2024-01-14 17:35:00,SCI101,5.0,4,45.89929169176162,27,0,0,0,64,1,70,5,8,2227,76.79,0.04,content_boost,MATH101,1,SID_01769
S0059,S0059_S30,2024-03-22 12:15:00,SCI101,49.46573926463251,10,59.01991404110344,48,0,3,1,89,1,64,3,3,2316,77.2,0.26,practice_more,ENG101,1,SID_01770
S0060,S0060_S1,2024-03-16 11:20:00,PHY101,35.39556453116805,7,100.0,33,1,0,1,74,2,75,5,5,74,74.0,0.28,good_progress,CS101,1,SID_01771
S0060,S0060_S2,2024-04-02 23:26:00,SCI101,26.73351840858265,3,68.44457744661,15,1,0,1,78,1,79,3,4,152,76.0,0.14,good_progress,ENG101,1,SID_01772
S0060,S0060_S3,2024-03-18 10:25:00,PHY101,24.898749506362226,2,40.6209500968029,34,0,1,0,81,2,78,1,8,233,77.67,0.08,pace_slow,MATH101,1,SID_01773
S0060,S0060_S4,2024-03-31 03:40:00,CS101,30.751512262080198,13,65.55959480566622,49,1,3,1,93,1,63,4,5,326,81.5,0.22,practice_more,SCI101,1,SID_01774
S0060,S0060_S5,2024-04-26 16:32:00,PHY101,30.129012955683056,6,62.31775403313205,27,1,0,1,100,2,100,4,5,426,85.2,0.17,practice_more,CS101,1,SID_01775
S0060,S0060_S6,2024-04-08 12:24:00,CS101,50.860051855221386,5,100.0,32,0,2,1,85,3,74,4,4,511,85.17,0.37,revise_prev_topic,MATH101,1,SID_01776
S0060,S0060_S7,2024-01-16 01:35:00,ENG101,22.89729101688092,12,100.0,46,0,2,0,62,3,75,2,3,573,81.86,0.23,good_progress,SCI101,1,SID_01777
S0060,S0060_S8,2024-04-20 14:11:00,SCI101,43.34673784135677,6,29.61442292752225,29,1,1,1,70,2,79,1,9,643,80.38,0.13,content_boost,CS101,1,SID_01778
S0060,S0060_S9,2024-01-30 23:50:00,SCI101,27.052674307052897,4,21.613168845748334,24,0,2,0,84,3,62,3,1,727,80.78,0.07,content_boost,CS101,1,SID_01779
S0060,S0060_S10,2024-02-19 07:15:00,MATH101,13.032640572489562,10,33.939800494099416,25,1,0,1,47,1,76,5,3,774,77.4,0.1,practice_more,CS101,0,SID_01780
S0060,S0060_S11,2024-02-04 19:14:00,ENG101,25.514974659369457,5,74.26469532883183,39,0,0,1,71,3,88,4,1,845,76.82,0.16,good_progress,SCI101,1,SID_01781
S0060,S0060_S12,2024-03-09 11:29:00,ENG101,35.1197517035673,10,36.08561969651766,38,0,3,0,52,1,74,4,5,897,74.75,0.15,good_progress,PHY101,0,SID_01782
S0060,S0060_S13,2024-01-15 01:42:00,MATH101,24.9459259382522,12,95.7235239382023,45,0,2,1,100,1,76,4,8,997,76.69,0.24,content_boost,SCI101,1,SID_01783
S0060,S0060_S14,2024-03-31 19:49:00,PHY101,37.57628572597544,6,80.44836651558771,44,0,0,0,49,3,91,5,4,1046,74.71,0.24,revise_prev_topic,CS101,0,SID_01784
S0060,S0060_S15,2024-02-19 18:48:00,SCI101,15.368987487503013,11,76.0905005372456,48,0,2,0,79,1,64,5,6,1125,75.0,0.15,good_progress,SCI101,1,SID_01785
S0060,S0060_S16,2024-04-29 14:40:00,ENG101,37.37347760058071,12,55.70632776454795,32,1,0,0,79,3,81,5,6,1204,75.25,0.22,practice_more,SCI101,1,SID_01786
S0060,S0060_S17,2024-04-30 04:27:00,CS101,28.233982811340567,8,100.0,41,0,2,0,47,3,78,1,2,1251,73.59,0.24,content_boost,SCI101,0,SID_01787
S0060,S0060_S18,2024-04-08 19:27:00,MATH101,29.50053778654187,7,91.68057939233154,24,0,1,0,52,2,95,5,1,1303,72.39,0.23,pace_slow,PHY101,0,SID_01788
S0060,S0060_S19,2024-02-13 01:21:00,CS101,23.24960988580532,14,99.93736291410907,25,1,0,1,100,1,88,1,2,1403,73.84,0.25,pace_slow,ENG101,1,SID_01789
S0060,S0060_S20,2024-02-23 17:00:00,PHY101,37.9393512091051,7,75.3399143641079,25,0,2,0,52,3,75,5,2,1455,72.75,0.24,pace_slow,SCI101,0,SID_01790
S0060,S0060_S21,2024-01-18 04:16:00,PHY101,32.84990262151423,2,90.85433658836531,27,0,0,0,80,2,80,5,9,1535,73.1,0.21,practice_more,ENG101,1,SID_01791
S0060,S0060_S22,2024-04-27 15:16:00,ENG101,28.21088157879739,6,75.77645133079957,20,0,3,1,51,3,87,1,6,1586,72.09,0.18,good_progress,CS101,0,SID_01792
S0060,S0060_S23,2024-01-22 06:07:00,SCI101,17.80264393673652,2,19.91173951469601,44,0,2,1,71,2,64,2,4,1657,72.04,0.04,pace_slow,PHY101,1,SID_01793
S0060,S0060_S24,2024-04-17 16:43:00,ENG101,24.25206772784683,14,100.0,35,0,4,1,95,3,83,1,2,1752,73.0,0.26,good_progress,MATH101,1,SID_01794
S0060,S0060_S25,2024-03-28 02:15:00,CS101,24.94379414080812,10,72.00399401218884,30,1,0,1,83,1,79,1,6,1835,73.4,0.19,revise_prev_topic,SCI101,1,SID_01795
S0060,S0060_S26,2024-03-30 09:55:00,PHY101,34.286414341014755,8,100.0,44,1,1,1,76,1,73,3,0,1911,73.5,0.28,revise_prev_topic,SCI101,1,SID_01796
S0060,S0060_S27,2024-02-23 03:11:00,PHY101,31.17041035581263,14,76.09567316541911,24,0,1,0,95,2,88,5,8,2006,74.3,0.25,content_boost,MATH101,1,SID_01797
S0060,S0060_S28,2024-04-21 19:11:00,MATH101,36.7768277841915,13,85.17440230951672,33,0,1,1,63,3,88,4,5,2069,73.89,0.3,practice_more,PHY101,1,SID_01798
S0060,S0060_S29,2024-02-03 13:45:00,CS101,23.19481927716585,5,47.15828256384405,23,0,0,1,41,3,72,4,4,2110,72.76,0.11,good_progress,PHY101,0,SID_01799
S0060,S0060_S30,2024-02-13 03:18:00,PHY101,20.19029081473925,8,93.77553340445388,16,0,0,1,67,2,71,2,0,2177,72.57,0.18,practice_more,ENG101,1,SID_01800
S0061,S0061_S1,2024-01-06 03:42:00,PHY101,27.40164462508796,4,73.25514703062514,30,1,3,0,44,1,83,5,0,44,44.0,0.16,revise_prev_topic,ENG101,0,SID_01801
S0061,S0061_S2,2024-01-09 13:46:00,MATH101,38.62057590546545,2,67.21202758735518,30,1,2,0,66,2,64,1,2,110,55.0,0.19,practice_more,SCI101,1,SID_01802
S0061,S0061_S3,2024-04-21 09:27:00,SCI101,20.346179792955056,5,98.25411730665292,31,0,1,0,71,3,72,3,7,181,60.33,0.17,practice_more,SCI101,1,SID_01803
S0061,S0061_S4,2024-04-18 06:03:00,CS101,29.61311871311029,11,100.0,41,0,6,1,80,2,92,1,0,261,65.25,0.27,practice_more,SCI101,1,SID_01804
S0061,S0061_S5,2024-01-26 17:49:00,MATH101,37.05283489976656,12,88.29815613464217,18,1,0,0,37,3,80,2,5,298,59.6,0.3,good_progress,MATH101,0,SID_01805
S0061,S0061_S6,2024-04-10 17:48:00,MATH101,16.60704458384597,4,44.39430685909558,43,1,0,0,65,3,96,3,6,363,60.5,0.08,practice_more,ENG101,1,SID_01806
S0061,S0061_S7,2024-02-06 16:06:00,MATH101,29.391140230932976,10,74.75775313492642,11,1,1,1,96,1,88,1,0,459,65.57,0.21,good_progress,CS101,1,SID_01807
S0061,S0061_S8,2024-02-13 09:11:00,MATH101,12.836698695312233,13,76.95882140617333,16,1,2,1,70,2,71,3,2,529,66.12,0.15,pace_slow,PHY101,1,SID_01808
S0061,S0061_S9,2024-04-21 09:02:00,MATH101,25.29460860470583,6,34.682721187684216,12,1,1,1,54,1,92,1,0,583,64.78,0.1,practice_more,PHY101,0,SID_01809
S0061,S0061_S10,2024-04-08 15:16:00,CS101,8.900921637305338,12,62.92637561589102,35,0,2,0,78,1,84,5,9,661,66.1,0.12,content_boost,ENG101,1,SID_01810
S0061,S0061_S11,2024-02-21 15:02:00,SCI101,36.934958206046,4,40.48753782505904,25,1,1,0,71,2,80,2,9,732,66.55,0.13,content_boost,PHY101,1,SID_01811
S0061,S0061_S12,2024-04-23 06:51:00,SCI101,28.88759789060175,13,54.06020999427045,16,0,2,1,64,3,90,4,8,796,66.33,0.19,pace_slow,CS101,1,SID_01812
S0061,S0061_S13,2024-04-29 03:48:00,MATH101,36.263557060866205,6,46.92883550261246,22,1,1,0,94,1,77,4,5,890,68.46,0.15,good_progress,CS101,1,SID_01813
S0061,S0061_S14,2024-04-27 12:23:00,PHY101,15.649075757980636,9,58.42180115731286,23,0,1,0,68,1,74,4,0,958,68.43,0.12,good_progress,PHY101,1,SID_01814
S0061,S0061_S15,2024-02-19 01:54:00,PHY101,34.37474664421614,8,58.84168007119754,27,0,1,0,77,3,71,3,0,1035,69.0,0.19,content_boost,SCI101,1,SID_01815
S0061,S0061_S16,2024-03-18 04:21:00,CS101,45.38847290469344,9,92.7815570759456,14,0,1,0,78,3,76,4,5,1113,69.56,0.34,practice_more,ENG101,1,SID_01816
S0061,S0061_S17,2024-01-03 05:12:00,ENG101,30.8735406861591,2,46.98150083895662,18,0,3,0,100,1,88,4,8,1213,71.35,0.11,practice_more,CS101,1,SID_01817
S0061,S0061_S18,2024-02-03 02:33:00,MATH101,18.831798686696025,5,49.21720686335865,37,1,2,0,87,1,75,3,3,1300,72.22,0.1,pace_slow,CS101,1,SID_01818
S0061,S0061_S19,2024-04-01 08:35:00,CS101,37.141106880059226,14,81.17760114310842,39,1,0,0,58,2,79,3,2,1358,71.47,0.29,pace_slow,ENG101,0,SID_01819
S0061,S0061_S20,2024-03-22 12:03:00,CS101,38.35969924272277,3,94.87543949039724,14,1,1,0,63,2,77,3,6,1421,71.05,0.26,good_progress,PHY101,1,SID_01820
S0061,S0061_S21,2024-01-21 10:32:00,PHY101,25.617172778755915,2,100.0,18,0,2,0,86,1,70,5,6,1507,71.76,0.18,practice_more,MATH101,1,SID_01821
S0061,S0061_S22,2024-03-07 20:22:00,SCI101,28.56066615983932,2,34.04557741510921,12,1,1,0,75,1,100,3,5,1582,71.91,0.08,pace_slow,SCI101,1,SID_01822
S0061,S0061_S23,2024-01-08 22:56:00,PHY101,26.009720684500795,14,80.01079984640701,42,0,3,1,73,1,75,5,5,1655,71.96,0.23,good_progress,CS101,1,SID_01823
S0061,S0061_S24,2024-01-29 12:49:00,ENG101,12.510389147104458,7,98.10883850379108,12,1,0,0,67,2,82,2,4,1722,71.75,0.13,content_boost,SCI101,1,SID_01824
S0061,S0061_S25,2024-02-28 13:22:00,PHY101,44.0220958950327,12,80.70635993792158,26,1,0,1,100,3,72,1,6,1822,72.88,0.32,good_progress,PHY101,1,SID_01825
S0061,S0061_S26,2024-02-25 06:50:00,PHY101,34.511950852769125,11,65.02167015695345,27,0,0,0,82,1,76,3,3,1904,73.23,0.22,practice_more,PHY101,1,SID_01826
S0061,S0061_S27,2024-03-16 23:05:00,ENG101,17.338040900363335,8,64.15752966184553,14,1,1,0,75,2,77,4,2,1979,73.3,0.13,content_boost,SCI101,1,SID_01827
S0061,S0061_S28,2024-04-15 23:32:00,MATH101,5.0,6,65.92609222985398,10,1,0,0,59,1,83,3,2,2038,72.79,0.06,pace_slow,PHY101,0,SID_01828
S0061,S0061_S29,2024-01-10 14:23:00,PHY101,20.007747711937355,6,63.70299660336082,28,0,1,0,88,2,80,3,5,2126,73.31,0.12,pace_slow,CS101,1,SID_01829
S0061,S0061_S30,2024-02-17 20:40:00,PHY101,39.71690726238144,5,82.07977302370777,22,1,0,1,77,2,79,5,8,2203,73.43,0.25,pace_slow,CS101,1,SID_01830
S0062,S0062_S1,2024-01-14 17:14:00,ENG101,39.73602688548322,8,83.504142402912,31,0,1,1,54,3,68,1,0,54,54.0,0.27,revise_prev_topic,PHY101,0,SID_01831
S0062,S0062_S2,2024-02-26 05:50:00,MATH101,32.588364060684256,13,93.76561362925416,10,0,1,0,86,2,65,3,2,140,70.0,0.29,good_progress,MATH101,1,SID_01832
S0062,S0062_S3,2024-01-16 03:10:00,CS101,23.858095818745078,11,28.676635940676,44,0,2,1,57,3,82,3,3,197,65.67,0.12,content_boost,SCI101,0,SID_01833
S0062,S0062_S4,2024-01-22 19:01:00,CS101,42.30484356358352,14,36.54173432948841,29,0,3,1,90,3,85,1,4,287,71.75,0.2,practice_more,PHY101,1,SID_01834
S0062,S0062_S5,2024-03-06 17:52:00,PHY101,19.09015504763542,9,67.81806404166697,17,1,3,0,79,2,86,5,1,366,73.2,0.15,practice_more,SCI101,1,SID_01835
S0062,S0062_S6,2024-04-12 12:42:00,MATH101,36.65250563302541,6,78.53907034938219,38,0,2,0,87,1,72,3,8,453,75.5,0.23,pace_slow,PHY101,1,SID_01836
S0062,S0062_S7,2024-03-14 23:56:00,SCI101,41.22771240233342,13,86.52963687040011,27,0,1,1,90,2,79,2,7,543,77.57,0.32,practice_more,CS101,1,SID_01837
S0062,S0062_S8,2024-03-09 05:38:00,SCI101,34.63059756129255,8,34.10704914723496,11,0,0,0,67,2,75,4,0,610,76.25,0.13,pace_slow,SCI101,1,SID_01838
S0062,S0062_S9,2024-02-22 23:23:00,MATH101,42.19943199232832,12,88.00893745983771,35,1,4,0,74,2,80,1,0,684,76.0,0.33,practice_more,PHY101,1,SID_01839
S0062,S0062_S10,2024-01-19 01:27:00,MATH101,35.1236942394585,5,96.377625673533,38,1,2,0,94,1,56,3,9,778,77.8,0.26,pace_slow,MATH101,0,SID_01840
S0062,S0062_S11,2024-03-18 17:28:00,PHY101,30.72333936038375,5,96.9151620245114,21,1,3,0,98,2,83,4,3,876,79.64,0.23,revise_prev_topic,CS101,1,SID_01841
S0062,S0062_S12,2024-01-28 16:00:00,CS101,14.803658134823747,9,61.03402773029676,28,0,1,0,57,2,87,4,4,933,77.75,0.12,content_boost,PHY101,0,SID_01842
S0062,S0062_S13,2024-02-10 20:49:00,ENG101,13.118887781566125,9,58.868424422862205,44,1,0,1,74,3,84,2,2,1007,77.46,0.11,pace_slow,CS101,1,SID_01843
S0062,S0062_S14,2024-03-25 08:29:00,PHY101,24.260653669258,11,70.23225170766736,33,0,1,1,88,1,72,4,0,1095,78.21,0.19,pace_slow,PHY101,1,SID_01844
S0062,S0062_S15,2024-01-25 21:33:00,SCI101,26.35222140896472,9,69.87665188247787,45,0,3,0,89,3,77,4,3,1184,78.93,0.18,pace_slow,ENG101,1,SID_01845
S0062,S0062_S16,2024-03-29 12:05:00,PHY101,35.248649917251285,9,65.72724866313142,15,1,1,1,54,1,91,1,6,1238,77.38,0.21,pace_slow,MATH101,0,SID_01846
S0062,S0062_S17,2024-02-05 20:50:00,CS101,29.813207656799836,5,100.0,41,0,2,0,58,1,90,1,6,1296,76.24,0.23,good_progress,PHY101,0,SID_01847
S0062,S0062_S18,2024-04-06 22:47:00,SCI101,22.44966004089501,2,100.0,19,1,3,1,69,2,69,5,4,1365,75.83,0.16,practice_more,ENG101,1,SID_01848
S0062,S0062_S19,2024-03-02 15:40:00,PHY101,37.16046138112683,4,37.58504556476601,43,0,1,1,88,3,88,5,5,1453,76.47,0.12,practice_more,SCI101,1,SID_01849
S0062,S0062_S20,2024-04-10 14:07:00,SCI101,44.69649921979182,6,81.04752471367543,14,1,3,0,81,3,85,2,7,1534,76.7,0.28,pace_slow,PHY101,1,SID_01850
S0062,S0062_S21,2024-01-21 12:49:00,CS101,39.53493435520013,3,84.68984401346121,22,1,6,1,49,2,71,1,8,1583,75.38,0.24,good_progress,CS101,0,SID_01851
S0062,S0062_S22,2024-04-03 03:15:00,MATH101,24.155007843780496,3,100.0,21,0,0,0,75,3,94,3,7,1658,75.36,0.18,revise_prev_topic,PHY101,1,SID_01852
S0062,S0062_S23,2024-03-19 04:16:00,PHY101,30.653195493584683,7,32.53579673860152,32,0,2,1,86,3,63,3,6,1744,75.83,0.11,pace_slow,CS101,1,SID_01853
S0062,S0062_S24,2024-02-26 15:37:00,PHY101,38.79451955727055,5,87.08250191387324,22,0,0,0,54,3,80,2,7,1798,74.92,0.26,pace_slow,SCI101,0,SID_01854
S0062,S0062_S25,2024-01-11 10:49:00,CS101,32.86498609289336,13,52.49212750598087,35,0,0,0,70,2,84,5,2,1868,74.72,0.2,pace_slow,MATH101,1,SID_01855
S0062,S0062_S26,2024-04-19 10:41:00,SCI101,52.290662723896666,2,72.971375261029,46,0,0,1,62,1,80,2,0,1930,74.23,0.27,pace_slow,MATH101,1,SID_01856
S0062,S0062_S27,2024-02-21 18:22:00,CS101,27.90157889990948,3,70.39769049559729,30,1,1,0,74,2,75,5,3,2004,74.22,0.15,revise_prev_topic,PHY101,1,SID_01857
S0062,S0062_S28,2024-04-06 01:48:00,PHY101,29.287837951771834,10,88.7488866538587,30,1,0,1,48,2,69,4,5,2052,73.29,0.24,pace_slow,ENG101,0,SID_01858
S0062,S0062_S29,2024-02-13 22:11:00,ENG101,34.91586507590473,4,75.35035974252092,26,0,1,0,83,1,69,4,3,2135,73.62,0.2,pace_slow,SCI101,1,SID_01859
S0062,S0062_S30,2024-03-18 05:28:00,ENG101,30.800270883475463,14,100.0,18,0,2,0,89,1,73,4,6,2224,74.13,0.3,revise_prev_topic,CS101,1,SID_01860
S0063,S0063_S1,2024-03-16 17:12:00,CS101,38.70684789492401,9,76.14354170004604,30,0,0,0,100,2,67,5,7,100,100.0,0.26,pace_slow,ENG101,1,SID_01861
S0063,S0063_S2,2024-03-31 10:09:00,PHY101,25.78608579920574,2,24.640237840485437,26,0,2,0,77,3,73,5,5,177,88.5,0.06,content_boost,CS101,1,SID_01862
S0063,S0063_S3,2024-03-31 17:45:00,SCI101,16.091151956856105,4,66.22611292827763,18,0,1,1,85,2,75,1,5,262,87.33,0.1,revise_prev_topic,ENG101,1,SID_01863
S0063,S0063_S4,2024-01-12 03:12:00,PHY101,22.653248745493887,7,62.60198491796466,27,1,2,0,62,3,81,2,5,324,81.0,0.14,content_boost,PHY101,1,SID_01864
S0063,S0063_S5,2024-01-15 13:16:00,SCI101,24.289810233414716,13,45.70356973183917,45,1,3,0,80,3,90,2,9,404,80.8,0.16,revise_prev_topic,ENG101,1,SID_01865
S0063,S0063_S6,2024-03-02 20:56:00,MATH101,32.80574965958619,5,55.42676261001832,25,0,2,0,64,2,81,2,6,468,78.0,0.15,good_progress,SCI101,1,SID_01866
S0063,S0063_S7,2024-01-13 22:56:00,ENG101,33.53100775990022,14,86.25066744943959,19,1,2,1,83,1,80,2,0,551,78.71,0.29,good_progress,CS101,1,SID_01867
S0063,S0063_S8,2024-04-23 11:13:00,SCI101,26.363306491937845,2,61.19836713209574,15,1,2,0,49,2,70,3,4,600,75.0,0.12,practice_more,CS101,0,SID_01868
S0063,S0063_S9,2024-04-22 12:36:00,SCI101,17.080584143723332,14,48.44757390638019,39,0,4,1,76,3,69,5,4,676,75.11,0.15,pace_slow,PHY101,1,SID_01869
S0063,S0063_S10,2024-02-03 22:22:00,PHY101,25.642501640951657,11,81.38727620511331,21,1,0,0,47,3,65,4,2,723,72.3,0.21,revise_prev_topic,CS101,0,SID_01870
S0063,S0063_S11,2024-03-08 12:00:00,SCI101,32.92484187942296,14,60.939939157798,33,1,2,1,54,1,94,3,9,777,70.64,0.23,content_boost,SCI101,0,SID_01871
S0063,S0063_S12,2024-01-11 17:33:00,CS101,23.53344366405707,3,41.91320702448958,35,0,2,0,71,2,61,3,5,848,70.67,0.09,revise_prev_topic,ENG101,1,SID_01872
S0063,S0063_S13,2024-02-12 11:17:00,ENG101,22.521815030812785,12,94.72524311210243,38,1,0,1,66,1,86,4,8,914,70.31,0.22,revise_prev_topic,SCI101,1,SID_01873
S0063,S0063_S14,2024-01-18 21:10:00,SCI101,45.75681897225293,13,87.55510784806532,13,0,2,0,86,2,85,5,2,1000,71.43,0.35,good_progress,MATH101,1,SID_01874
S0063,S0063_S15,2024-02-16 17:33:00,ENG101,34.87805435792468,4,66.86281849406511,20,1,2,0,67,1,87,5,9,1067,71.13,0.18,content_boost,ENG101,1,SID_01875
S0063,S0063_S16,2024-02-06 18:52:00,CS101,21.960616232728363,4,89.9462956369575,41,1,2,0,62,1,83,5,2,1129,70.56,0.16,pace_slow,CS101,1,SID_01876
S0063,S0063_S17,2024-01-23 20:16:00,PHY101,30.136529120750566,10,76.29134672466384,40,0,0,1,69,1,84,3,5,1198,70.47,0.22,pace_slow,PHY101,1,SID_01877
S0063,S0063_S18,2024-02-14 15:43:00,SCI101,23.995530344113256,6,79.31918060691005,13,1,1,0,69,1,74,5,2,1267,70.39,0.17,good_progress,MATH101,1,SID_01878
S0063,S0063_S19,2024-04-11 15:35:00,MATH101,22.64826438126621,14,66.11990217833105,33,1,1,0,88,3,65,4,5,1355,71.32,0.19,good_progress,SCI101,1,SID_01879
S0063,S0063_S20,2024-04-17 15:15:00,PHY101,28.173488507645583,4,100.0,10,1,1,1,63,3,75,2,7,1418,70.9,0.21,good_progress,MATH101,1,SID_01880
S0063,S0063_S21,2024-03-07 19:45:00,SCI101,31.44627633789544,13,91.8292323095397,29,0,1,0,75,3,75,5,7,1493,71.1,0.28,good_progress,MATH101,1,SID_01881
S0063,S0063_S22,2024-02-16 05:50:00,PHY101,20.997794761508423,9,61.03433337393362,18,0,2,1,56,1,90,4,2,1549,70.41,0.15,content_boost,CS101,0,SID_01882
S0063,S0063_S23,2024-04-20 03:11:00,SCI101,21.838158281238847,7,73.8033429716029,11,1,1,1,88,3,79,5,7,1637,71.17,0.15,pace_slow,MATH101,1,SID_01883
S0063,S0063_S24,2024-02-01 04:46:00,MATH101,25.943740353937947,3,100.0,24,0,3,1,90,1,84,5,6,1727,71.96,0.19,good_progress,ENG101,1,SID_01884
S0063,S0063_S25,2024-01-04 01:33:00,ENG101,21.30389663256014,14,61.88955244610012,15,0,3,0,94,3,89,5,7,1821,72.84,0.18,revise_prev_topic,MATH101,1,SID_01885
S0063,S0063_S26,2024-02-17 02:17:00,CS101,20.137532794287743,10,48.96256992900669,43,0,2,1,87,3,82,1,4,1908,73.38,0.13,practice_more,CS101,1,SID_01886
S0063,S0063_S27,2024-04-25 10:48:00,CS101,27.91378761275852,13,83.70570700714717,37,0,2,0,76,3,55,2,8,1984,73.48,0.24,revise_prev_topic,SCI101,0,SID_01887
S0063,S0063_S28,2024-03-16 16:06:00,PHY101,28.74380039323865,14,62.145068051078574,32,1,2,1,81,3,78,4,4,2065,73.75,0.21,practice_more,CS101,1,SID_01888
S0063,S0063_S29,2024-03-16 05:38:00,MATH101,36.83667784139168,6,69.34986855005307,47,1,0,1,87,2,82,4,8,2152,74.21,0.21,revise_prev_topic,PHY101,1,SID_01889
S0063,S0063_S30,2024-01-23 17:29:00,PHY101,22.48973193180978,12,92.3865055918708,38,0,2,1,91,1,71,3,4,2243,74.77,0.22,revise_prev_topic,CS101,1,SID_01890
S0064,S0064_S1,2024-02-22 09:53:00,ENG101,40.48364885635423,4,78.87619178637733,27,1,1,1,43,2,84,3,9,43,43.0,0.24,content_boost,MATH101,0,SID_01891
S0064,S0064_S2,2024-02-12 04:27:00,PHY101,25.42009193284906,4,66.593990142823,35,1,2,1,67,3,85,2,7,110,55.0,0.14,practice_more,ENG101,1,SID_01892
S0064,S0064_S3,2024-02-21 13:12:00,CS101,23.79965733027804,9,79.83974729952428,23,0,2,0,79,1,66,2,8,189,63.0,0.19,good_progress,MATH101,1,SID_01893
S0064,S0064_S4,2024-01-16 16:02:00,MATH101,31.60131152760603,3,51.03678253213518,47,0,2,1,100,3,76,1,7,289,72.25,0.13,practice_more,MATH101,1,SID_01894
S0064,S0064_S5,2024-01-10 10:15:00,MATH101,38.5369059831189,10,61.96302208561653,23,0,2,1,69,3,75,5,9,358,71.6,0.23,revise_prev_topic,ENG101,1,SID_01895
S0064,S0064_S6,2024-01-04 04:36:00,ENG101,26.57739735093579,6,83.09111425089696,36,1,0,0,73,2,70,3,2,431,71.83,0.19,practice_more,SCI101,1,SID_01896
S0064,S0064_S7,2024-03-16 12:34:00,MATH101,35.27558530546854,13,25.68567073419244,23,0,1,1,80,1,64,4,0,511,73.0,0.15,practice_more,ENG101,1,SID_01897
S0064,S0064_S8,2024-02-03 11:02:00,SCI101,33.17180562049851,2,44.50797054597218,26,1,2,0,78,2,67,4,6,589,73.62,0.11,good_progress,ENG101,1,SID_01898
S0064,S0064_S9,2024-02-11 06:36:00,CS101,36.20615015727526,13,100.0,40,1,3,0,61,2,95,4,1,650,72.22,0.33,good_progress,CS101,1,SID_01899
S0064,S0064_S10,2024-03-07 15:43:00,CS101,21.966580247095244,4,100.0,42,1,2,1,60,1,86,4,5,710,71.0,0.17,good_progress,MATH101,0,SID_01900
S0064,S0064_S11,2024-02-14 22:22:00,PHY101,41.07499240118156,3,100.0,49,1,3,1,71,3,77,3,6,781,71.0,0.29,revise_prev_topic,ENG101,1,SID_01901
S0064,S0064_S12,2024-02-19 18:33:00,ENG101,18.517927080282902,2,100.0,45,1,0,0,82,3,80,3,7,863,71.92,0.14,good_progress,SCI101,1,SID_01902
S0064,S0064_S13,2024-02-13 14:47:00,PHY101,31.76476642479491,6,100.0,27,0,2,0,67,1,84,5,5,930,71.54,0.25,revise_prev_topic,CS101,1,SID_01903
S0064,S0064_S14,2024-04-27 20:41:00,ENG101,11.440152523368448,12,97.29403410253634,38,1,1,1,52,3,83,3,1,982,70.14,0.15,good_progress,MATH101,0,SID_01904
S0064,S0064_S15,2024-04-27 15:48:00,ENG101,27.39107730513201,2,71.52744088222747,16,1,1,1,62,3,80,2,2,1044,69.6,0.14,pace_slow,ENG101,1,SID_01905
S0064,S0064_S16,2024-02-02 23:34:00,CS101,38.05900943110784,11,72.24697801005371,29,1,0,1,50,3,79,4,7,1094,68.38,0.26,revise_prev_topic,MATH101,0,SID_01906
S0064,S0064_S17,2024-01-30 11:59:00,PHY101,28.630403852936418,3,86.89519939190438,19,0,1,0,81,2,82,2,7,1175,69.12,0.19,revise_prev_topic,MATH101,1,SID_01907
S0064,S0064_S18,2024-01-30 18:29:00,PHY101,61.13251677898291,14,96.46738066061847,10,1,0,1,91,3,85,5,1,1266,70.33,0.49,pace_slow,ENG101,1,SID_01908
S0064,S0064_S19,2024-02-04 23:26:00,SCI101,25.859947648615957,9,46.882694236911696,41,1,2,0,100,2,75,1,5,1366,71.89,0.14,good_progress,CS101,1,SID_01909
