title,platform,url,certificate,verified,rating,learners,duration_hours,level,topic,dataset_source
Professional Certificate in Time Series Analysis – Advanced,DataCamp,https://www.datacamp.com/search?q=Professional+Certificate+in+Time+Series+Analysis+%E2%80%93+Advanced,False,False,4.2,11608,4,advanced,time series analysis,synthetic_pfa_v1
Applied Time Series Analysis – Advanced,Pluralsight,https://www.pluralsight.com/search?q=Applied+Time+Series+Analysis+%E2%80%93+Advanced,False,False,4.6,6639,56,advanced,time series analysis,synthetic_pfa_v1
Complete Clustering Bootcamp,fast.ai,https://course.fast.ai/,True,True,3.9,34642,8,beginner,clustering,synthetic_pfa_v1
Clustering for Data Scientists,LinkedIn Learning,https://www.linkedin.com/learning/search?keywords=Clustering+for+Data+Scientists,True,False,4.4,55653,48,beginner,clustering,synthetic_pfa_v1
Professional Certificate in Clustering,Pluralsight,https://www.pluralsight.com/search?q=Professional+Certificate+in+Clustering,True,False,4.2,13458,60,beginner,clustering,synthetic_pfa_v1
Applied Clustering,Udemy,https://www.udemy.com/courses/search/?q=Applied+Clustering,False,False,4.9,70543,33,beginner,clustering,synthetic_pfa_v1
Complete Clustering Bootcamp – Intermediate,Udemy,https://www.udemy.com/courses/search/?q=Complete+Clustering+Bootcamp+%E2%80%93+Intermediate,True,True,4.1,4154,17,intermediate,clustering,synthetic_pfa_v1
Clustering for Data Scientists – Intermediate,fast.ai,https://course.fast.ai/,False,False,5.0,15046,5,intermediate,clustering,synthetic_pfa_v1
Professional Certificate in Clustering – Intermediate,Coursera,https://www.coursera.org/search?query=Professional+Certificate+in+Clustering+%E2%80%93+Intermediate,True,True,4.0,14531,52,intermediate,clustering,synthetic_pfa_v1
Applied Clustering – Intermediate,Coursera,https://www.coursera.org/search?query=Applied+Clustering+%E2%80%93+Intermediate,False,False,4.0,10815,20,intermediate,clustering,synthetic_pfa_v1
Complete Clustering Bootcamp – Advanced,Udemy,https://www.udemy.com/courses/search/?q=Complete+Clustering+Bootcamp+%E2%80%93+Advanced,True,False,4.2,26127,5,advanced,clustering,synthetic_pfa_v1
Clustering for Data Scientists – Advanced,Coursera,https://www.coursera.org/search?query=Clustering+for+Data+Scientists+%E2%80%93+Advanced,True,False,3.8,45946,54,advanced,clustering,synthetic_pfa_v1
Professional Certificate in Clustering – Advanced,Udemy,https://www.udemy.com/courses/search/?q=Professional+Certificate+in+Clustering+%E2%80%93+Advanced,True,False,4.2,658,46,advanced,clustering,synthetic_pfa_v1
Applied Clustering – Advanced,LinkedIn Learning,https://www.linkedin.com/learning/search?keywords=Applied+Clustering+%E2%80%93+Advanced,False,False,3.9,56320,28,advanced,clustering,synthetic_pfa_v1
Complete Classification Bootcamp,edX,https://www.edx.org/search?q=Complete+Classification+Bootcamp,False,False,4.2,13382,6,beginner,classification,synthetic_pfa_v1
Classification for Data Scientists,Pluralsight,https://www.pluralsight.com/search?q=Classification+for+Data+Scientists,True,True,4.0,33988,24,beginner,classification,synthetic_pfa_v1
Professional Certificate in Classification,LinkedIn Learning,https://www.linkedin.com/learning/search?keywords=Professional+Certificate+in+Classification,False,False,4.8,9754,34,beginner,classification,synthetic_pfa_v1
Applied Classification,Pluralsight,https://www.pluralsight.com/search?q=Applied+Classification,False,False,3.9,24079,45,beginner,classification,synthetic_pfa_v1
Complete Classification Bootcamp – Intermediate,edX,https://www.edx.org/search?q=Complete+Classification+Bootcamp+%E2%80%93+Intermediate,False,False,4.4,19233,27,intermediate,classification,synthetic_pfa_v1
Classification for Data Scientists – Intermediate,LinkedIn Learning,https://www.linkedin.com/learning/search?keywords=Classification+for+Data+Scientists+%E2%80%93+Intermediate,True,True,4.4,204556,41,intermediate,classification,synthetic_pfa_v1
Professional Certificate in Classification – Intermediate,Udemy,https://www.udemy.com/courses/search/?q=Professional+Certificate+in+Classification+%E2%80%93+Intermediate,True,True,4.1,14973,60,intermediate,classification,synthetic_pfa_v1
Applied Classification – Intermediate,fast.ai,https://course.fast.ai/,True,False,4.2,25598,9,intermediate,classification,synthetic_pfa_v1
Complete Classification Bootcamp – Advanced,Pluralsight,https://www.pluralsight.com/search?q=Complete+Classification+Bootcamp+%E2%80%93+Advanced,True,False,4.2,32992,43,advanced,classification,synthetic_pfa_v1
Classification for Data Scientists – Advanced,DataCamp,https://www.datacamp.com/search?q=Classification+for+Data+Scientists+%E2%80%93+Advanced,True,False,4.4,6644,24,advanced,classification,synthetic_pfa_v1
Professional Certificate in Classification – Advanced,Coursera,https://www.coursera.org/search?query=Professional+Certificate+in+Classification+%E2%80%93+Advanced,True,False,4.0,3191,26,advanced,classification,synthetic_pfa_v1
Applied Classification – Advanced,fast.ai,https://course.fast.ai/,True,True,4.4,25090,21,advanced,classification,synthetic_pfa_v1
Complete Regression Bootcamp,Coursera,https://www.coursera.org/search?query=Complete+Regression+Bootcamp,False,False,3.9,6878,23,beginner,regression,synthetic_pfa_v1
Regression for Data Scientists,fast.ai,https://course.fast.ai/,True,False,4.7,66060,42,beginner,regression,synthetic_pfa_v1
Professional Certificate in Regression,Coursera,https://www.coursera.org/search?query=Professional+Certificate+in+Regression,True,True,4.7,9328,29,beginner,regression,synthetic_pfa_v1
Applied Regression,DataCamp,https://www.datacamp.com/search?q=Applied+Regression,False,False,4.6,74424,50,beginner,regression,synthetic_pfa_v1
Complete Regression Bootcamp – Intermediate,Udemy,https://www.udemy.com/courses/search/?q=Complete+Regression+Bootcamp+%E2%80%93+Intermediate,True,False,4.4,26642,52,intermediate,regression,synthetic_pfa_v1
Regression for Data Scientists – Intermediate,edX,https://www.edx.org/search?q=Regression+for+Data+Scientists+%E2%80%93+Intermediate,False,False,4.8,12182,53,intermediate,regression,synthetic_pfa_v1
Professional Certificate in Regression – Intermediate,DataCamp,https://www.datacamp.com/search?q=Professional+Certificate+in+Regression+%E2%80%93+Intermediate,True,True,4.1,16456,27,intermediate,regression,synthetic_pfa_v1
Applied Regression – Intermediate,edX,https://www.edx.org/search?q=Applied+Regression+%E2%80%93+Intermediate,True,False,4.9,81068,30,intermediate,regression,synthetic_pfa_v1
Complete Regression Bootcamp – Advanced,fast.ai,https://course.fast.ai/,False,False,4.7,25427,5,advanced,regression,synthetic_pfa_v1
Regression for Data Scientists – Advanced,fast.ai,https://course.fast.ai/,True,False,3.8,30094,28,advanced,regression,synthetic_pfa_v1
Professional Certificate in Regression – Advanced,Coursera,https://www.coursera.org/search?query=Professional+Certificate+in+Regression+%E2%80%93+Advanced,True,False,4.4,8957,40,advanced,regression,synthetic_pfa_v1
Applied Regression – Advanced,Coursera,https://www.coursera.org/search?query=Applied+Regression+%E2%80%93+Advanced,False,False,4.0,38072,56,advanced,regression,synthetic_pfa_v1
Complete Data Cleaning Bootcamp,Pluralsight,https://www.pluralsight.com/search?q=Complete+Data+Cleaning+Bootcamp,True,True,4.4,116258,18,beginner,data cleaning,synthetic_pfa_v1
Data Cleaning for Data Scientists,DataCamp,https://www.datacamp.com/search?q=Data+Cleaning+for+Data+Scientists,True,False,3.9,23332,59,beginner,data cleaning,synthetic_pfa_v1
Professional Certificate in Data Cleaning,Udemy,https://www.udemy.com/courses/search/?q=Professional+Certificate+in+Data+Cleaning,True,False,5.0,4268,51,beginner,data cleaning,synthetic_pfa_v1
Applied Data Cleaning,fast.ai,https://course.fast.ai/,False,False,4.0,87646,56,beginner,data cleaning,synthetic_pfa_v1
Complete Data Cleaning Bootcamp – Intermediate,LinkedIn Learning,https://www.linkedin.com/learning/search?keywords=Complete+Data+Cleaning+Bootcamp+%E2%80%93+Intermediate,True,False,4.4,1769284,41,intermediate,data cleaning,synthetic_pfa_v1
Data Cleaning for Data Scientists – Intermediate,edX,https://www.edx.org/search?q=Data+Cleaning+for+Data+Scientists+%E2%80%93+Intermediate,True,True,4.0,215335,56,intermediate,data cleaning,synthetic_pfa_v1
Professional Certificate in Data Cleaning – Intermediate,Pluralsight,https://www.pluralsight.com/search?q=Professional+Certificate+in+Data+Cleaning+%E2%80%93+Intermediate,False,False,4.2,31255,33,intermediate,data cleaning,synthetic_pfa_v1
Applied Data Cleaning – Intermediate,Coursera,https://www.coursera.org/search?query=Applied+Data+Cleaning+%E2%80%93+Intermediate,True,False,4.7,15135,49,intermediate,data cleaning,synthetic_pfa_v1
Complete Data Cleaning Bootcamp – Advanced,Pluralsight,https://www.pluralsight.com/search?q=Complete+Data+Cleaning+Bootcamp+%E2%80%93+Advanced,False,False,4.8,102644,15,advanced,data cleaning,synthetic_pfa_v1
Data Cleaning for Data Scientists – Advanced,LinkedIn Learning,https://www.linkedin.com/learning/search?keywords=Data+Cleaning+for+Data+Scientists+%E2%80%93+Advanced,False,False,4.3,9222,48,advanced,data cleaning,synthetic_pfa_v1
Professional Certificate in Data Cleaning – Advanced,Coursera,https://www.coursera.org/search?query=Professional+Certificate+in+Data+Cleaning+%E2%80%93+Advanced,True,False,4.3,99553,59,advanced,data cleaning,synthetic_pfa_v1
Applied Data Cleaning – Advanced,LinkedIn Learning,https://www.linkedin.com/learning/search?keywords=Applied+Data+Cleaning+%E2%80%93+Advanced,False,False,4.4,34875,50,advanced,data cleaning,synthetic_pfa_v1
Complete Sql For Data Science Bootcamp,Udemy,https://www.udemy.com/courses/search/?q=Complete+Sql+For+Data+Science+Bootcamp,True,True,4.9,8444,11,beginner,sql for data science,synthetic_pfa_v1
Sql For Data Science for Data Scientists,fast.ai,https://course.fast.ai/,True,False,3.9,60940,32,beginner,sql for data science,synthetic_pfa_v1
Professional Certificate in Sql For Data Science,Udemy,https://www.udemy.com/courses/search/?q=Professional+Certificate+in+Sql+For+Data+Science,False,False,4.4,19830,48,beginner,sql for data science,synthetic_pfa_v1
Applied Sql For Data Science,LinkedIn Learning,https://www.linkedin.com/learning/search?keywords=Applied+Sql+For+Data+Science,True,True,4.4,11273,16,beginner,sql for data science,synthetic_pfa_v1
Complete Sql For Data Science Bootcamp – Intermediate,Coursera,https://www.coursera.org/search?query=Complete+Sql+For+Data+Science+Bootcamp+%E2%80%93+Intermediate,False,False,4.1,41073,46,intermediate,sql for data science,synthetic_pfa_v1
Sql For Data Science for Data Scientists – Intermediate,DataCamp,https://www.datacamp.com/search?q=Sql+For+Data+Science+for+Data+Scientists+%E2%80%93+Intermediate,False,False,4.4,1881,19,intermediate,sql for data science,synthetic_pfa_v1
Professional Certificate in Sql For Data Science – Intermediate,DataCamp,https://www.datacamp.com/search?q=Professional+Certificate+in+Sql+For+Data+Science+%E2%80%93+Intermediate,False,False,4.0,5133,38,intermediate,sql for data science,synthetic_pfa_v1
Applied Sql For Data Science – Intermediate,DataCamp,https://www.datacamp.com/search?q=Applied+Sql+For+Data+Science+%E2%80%93+Intermediate,True,True,4.0,7760,15,intermediate,sql for data science,synthetic_pfa_v1
Complete Sql For Data Science Bootcamp – Advanced,LinkedIn Learning,https://www.linkedin.com/learning/search?keywords=Complete+Sql+For+Data+Science+Bootcamp+%E2%80%93+Advanced,False,False,4.4,18834,44,advanced,sql for data science,synthetic_pfa_v1
Sql For Data Science for Data Scientists – Advanced,LinkedIn Learning,https://www.linkedin.com/learning/search?keywords=Sql+For+Data+Science+for+Data+Scientists+%E2%80%93+Advanced,True,False,4.6,34857,48,advanced,sql for data science,synthetic_pfa_v1
Professional Certificate in Sql For Data Science – Advanced,Coursera,https://www.coursera.org/search?query=Professional+Certificate+in+Sql+For+Data+Science+%E2%80%93+Advanced,True,False,4.5,3410,16,advanced,sql for data science,synthetic_pfa_v1
Applied Sql For Data Science – Advanced,Udemy,https://www.udemy.com/courses/search/?q=Applied+Sql+For+Data+Science+%E2%80%93+Advanced,True,True,4.0,36109,60,advanced,sql for data science,synthetic_pfa_v1
Complete Big Data Bootcamp,LinkedIn Learning,https://www.linkedin.com/learning/search?keywords=Complete+Big+Data+Bootcamp,True,True,4.0,17271,24,beginner,big data,synthetic_pfa_v1
Big Data for Data Scientists,Pluralsight,https://www.pluralsight.com/search?q=Big+Data+for+Data+Scientists,True,True,4.0,127646,11,beginner,big data,synthetic_pfa_v1
Professional Certificate in Big Data,Coursera,https://www.coursera.org/search?query=Professional+Certificate+in+Big+Data,True,False,4.2,5405,24,beginner,big data,synthetic_pfa_v1
Applied Big Data,Udemy,https://www.udemy.com/courses/search/?q=Applied+Big+Data,True,False,4.4,40597,8,beginner,big data,synthetic_pfa_v1
Complete Big Data Bootcamp – Intermediate,edX,https://www.edx.org/search?q=Complete+Big+Data+Bootcamp+%E2%80%93+Intermediate,False,False,4.7,19642,49,intermediate,big data,synthetic_pfa_v1
Big Data for Data Scientists – Intermediate,fast.ai,https://course.fast.ai/,False,False,5.0,65413,10,intermediate,big data,synthetic_pfa_v1
Professional Certificate in Big Data – Intermediate,edX,https://www.edx.org/search?q=Professional+Certificate+in+Big+Data+%E2%80%93+Intermediate,False,False,5.0,105702,53,intermediate,big data,synthetic_pfa_v1
Applied Big Data – Intermediate,Udemy,https://www.udemy.com/courses/search/?q=Applied+Big+Data+%E2%80%93+Intermediate,False,False,4.2,443195,24,intermediate,big data,synthetic_pfa_v1
Complete Big Data Bootcamp – Advanced,DataCamp,https://www.datacamp.com/search?q=Complete+Big+Data+Bootcamp+%E2%80%93+Advanced,True,True,3.9,16833,51,advanced,big data,synthetic_pfa_v1
Big Data for Data Scientists – Advanced,Udemy,https://www.udemy.com/courses/search/?q=Big+Data+for+Data+Scientists+%E2%80%93+Advanced,False,False,3.8,47131,19,advanced,big data,synthetic_pfa_v1
Professional Certificate in Big Data – Advanced,DataCamp,https://www.datacamp.com/search?q=Professional+Certificate+in+Big+Data+%E2%80%93+Advanced,True,False,4.7,30571,27,advanced,big data,synthetic_pfa_v1
Applied Big Data – Advanced,Udemy,https://www.udemy.com/courses/search/?q=Applied+Big+Data+%E2%80%93+Advanced,False,False,4.0,331321,32,advanced,big data,synthetic_pfa_v1
Complete Cloud Computing Bootcamp,edX,https://www.edx.org/search?q=Complete+Cloud+Computing+Bootcamp,False,False,4.0,2430,6,beginner,cloud computing,synthetic_pfa_v1
Cloud Computing for Data Scientists,fast.ai,https://course.fast.ai/,True,False,5.0,37624,5,beginner,cloud computing,synthetic_pfa_v1
Professional Certificate in Cloud Computing,edX,https://www.edx.org/search?q=Professional+Certificate+in+Cloud+Computing,True,True,4.1,65085,46,beginner,cloud computing,synthetic_pfa_v1
Applied Cloud Computing,Pluralsight,https://www.pluralsight.com/search?q=Applied+Cloud+Computing,True,True,4.8,23568,44,beginner,cloud computing,synthetic_pfa_v1
Complete Cloud Computing Bootcamp – Intermediate,fast.ai,https://course.fast.ai/,True,True,4.4,6863,39,intermediate,cloud computing,synthetic_pfa_v1
Cloud Computing for Data Scientists – Intermediate,Pluralsight,https://www.pluralsight.com/search?q=Cloud+Computing+for+Data+Scientists+%E2%80%93+Intermediate,True,True,3.9,51065,50,intermediate,cloud computing,synthetic_pfa_v1
Professional Certificate in Cloud Computing – Intermediate,DataCamp,https://www.datacamp.com/search?q=Professional+Certificate+in+Cloud+Computing+%E2%80%93+Intermediate,False,False,4.0,8920,32,intermediate,cloud computing,synthetic_pfa_v1
Applied Cloud Computing – Intermediate,Udemy,https://www.udemy.com/courses/search/?q=Applied+Cloud+Computing+%E2%80%93+Intermediate,True,False,4.1,48377,27,intermediate,cloud computing,synthetic_pfa_v1
Complete Cloud Computing Bootcamp – Advanced,Udemy,https://www.udemy.com/courses/search/?q=Complete+Cloud+Computing+Bootcamp+%E2%80%93+Advanced,True,False,4.4,13236,31,advanced,cloud computing,synthetic_pfa_v1
Cloud Computing for Data Scientists – Advanced,Coursera,https://www.coursera.org/search?query=Cloud+Computing+for+Data+Scientists+%E2%80%93+Advanced,False,False,4.7,17965,23,advanced,cloud computing,synthetic_pfa_v1
Professional Certificate in Cloud Computing – Advanced,Pluralsight,https://www.pluralsight.com/search?q=Professional+Certificate+in+Cloud+Computing+%E2%80%93+Advanced,True,False,4.0,48304,33,advanced,cloud computing,synthetic_pfa_v1
Applied Cloud Computing – Advanced,edX,https://www.edx.org/search?q=Applied+Cloud+Computing+%E2%80%93+Advanced,False,False,4.3,29554,12,advanced,cloud computing,synthetic_pfa_v1
Machine Learning Engineering for Production (MLOps),DataCamp,https://www.datacamp.com/search?q=Machine+Learning+Engineering+for+Production+%28MLOps%29,True,False,4.0,12792,30,beginner,mlops,synthetic_pfa_v1
MLOps Fundamentals,DataCamp,https://www.datacamp.com/search?q=MLOps+Fundamentals,True,True,4.4,53190,30,beginner,mlops,synthetic_pfa_v1
Deploying Machine Learning Models in Production,DataCamp,https://www.datacamp.com/search?q=Deploying+Machine+Learning+Models+in+Production,True,False,4.9,59504,49,beginner,mlops,synthetic_pfa_v1
Full Stack Deep Learning,LinkedIn Learning,https://www.linkedin.com/learning/search?keywords=Full+Stack+Deep+Learning,True,False,3.9,13196,19,beginner,mlops,synthetic_pfa_v1
Machine Learning Engineering for Production (MLOps) – Intermediate,Coursera,https://www.coursera.org/search?query=Machine+Learning+Engineering+for+Production+%28MLOps%29+%E2%80%93+Intermediate,False,False,4.9,6533,5,intermediate,mlops,synthetic_pfa_v1
MLOps Fundamentals – Intermediate,LinkedIn Learning,https://www.linkedin.com/learning/search?keywords=MLOps+Fundamentals+%E2%80%93+Intermediate,True,False,4.6,7130,47,intermediate,mlops,synthetic_pfa_v1
Deploying Machine Learning Models in Production – Intermediate,Udemy,https://www.udemy.com/courses/search/?q=Deploying+Machine+Learning+Models+in+Production+%E2%80%93+Intermediate,False,False,4.5,1925154,29,intermediate,mlops,synthetic_pfa_v1
Full Stack Deep Learning – Intermediate,Pluralsight,https://www.pluralsight.com/search?q=Full+Stack+Deep+Learning+%E2%80%93+Intermediate,True,False,5.0,70256,31,intermediate,mlops,synthetic_pfa_v1
Machine Learning Engineering for Production (MLOps) – Advanced,Pluralsight,https://www.pluralsight.com/search?q=Machine+Learning+Engineering+for+Production+%28MLOps%29+%E2%80%93+Advanced,False,False,5.0,42649,23,advanced,mlops,synthetic_pfa_v1
MLOps Fundamentals – Advanced,DataCamp,https://www.datacamp.com/search?q=MLOps+Fundamentals+%E2%80%93+Advanced,True,True,4.7,2095,55,advanced,mlops,synthetic_pfa_v1
Deploying Machine Learning Models in Production – Advanced,edX,https://www.edx.org/search?q=Deploying+Machine+Learning+Models+in+Production+%E2%80%93+Advanced,True,True,4.7,138419,23,advanced,mlops,synthetic_pfa_v1
Full Stack Deep Learning – Advanced,fast.ai,https://course.fast.ai/,False,False,4.4,15328,22,advanced,mlops,synthetic_pfa_v1
Complete Explainable Ai Bootcamp,DataCamp,https://www.datacamp.com/search?q=Complete+Explainable+Ai+Bootcamp,True,True,4.0,7406,16,beginner,explainable ai,synthetic_pfa_v1
Explainable Ai for Data Scientists,Pluralsight,https://www.pluralsight.com/search?q=Explainable+Ai+for+Data+Scientists,True,True,4.9,11114,15,beginner,explainable ai,synthetic_pfa_v1
Professional Certificate in Explainable Ai,LinkedIn Learning,https://www.linkedin.com/learning/search?keywords=Professional+Certificate+in+Explainable+Ai,True,False,4.0,54199,59,beginner,explainable ai,synthetic_pfa_v1
Applied Explainable Ai,LinkedIn Learning,https://www.linkedin.com/learning/search?keywords=Applied+Explainable+Ai,True,True,4.9,1385,9,beginner,explainable ai,synthetic_pfa_v1
Complete Explainable Ai Bootcamp – Intermediate,DataCamp,https://www.datacamp.com/search?q=Complete+Explainable+Ai+Bootcamp+%E2%80%93+Intermediate,True,True,3.9,5850,52,intermediate,explainable ai,synthetic_pfa_v1
Explainable Ai for Data Scientists – Intermediate,Coursera,https://www.coursera.org/search?query=Explainable+Ai+for+Data+Scientists+%E2%80%93+Intermediate,False,False,4.1,619,28,intermediate,explainable ai,synthetic_pfa_v1
Professional Certificate in Explainable Ai – Intermediate,Pluralsight,https://www.pluralsight.com/search?q=Professional+Certificate+in+Explainable+Ai+%E2%80%93+Intermediate,True,False,5.0,19852,31,intermediate,explainable ai,synthetic_pfa_v1
Applied Explainable Ai – Intermediate,LinkedIn Learning,https://www.linkedin.com/learning/search?keywords=Applied+Explainable+Ai+%E2%80%93+Intermediate,True,True,4.9,15806,26,intermediate,explainable ai,synthetic_pfa_v1
Complete Explainable Ai Bootcamp – Advanced,Coursera,https://www.coursera.org/search?query=Complete+Explainable+Ai+Bootcamp+%E2%80%93+Advanced,True,True,4.3,141088,60,advanced,explainable ai,synthetic_pfa_v1
Explainable Ai for Data Scientists – Advanced,Pluralsight,https://www.pluralsight.com/search?q=Explainable+Ai+for+Data+Scientists+%E2%80%93+Advanced,True,False,3.9,110257,52,advanced,explainable ai,synthetic_pfa_v1
Professional Certificate in Explainable Ai – Advanced,DataCamp,https://www.datacamp.com/search?q=Professional+Certificate+in+Explainable+Ai+%E2%80%93+Advanced,False,False,4.5,48003,30,advanced,explainable ai,synthetic_pfa_v1
Applied Explainable Ai – Advanced,Udemy,https://www.udemy.com/courses/search/?q=Applied+Explainable+Ai+%E2%80%93+Advanced,True,False,3.8,6314,59,advanced,explainable ai,synthetic_pfa_v1
Complete Recommendation Systems Bootcamp,LinkedIn Learning,https://www.linkedin.com/learning/search?keywords=Complete+Recommendation+Systems+Bootcamp,True,False,4.3,34822,43,beginner,recommendation systems,synthetic_pfa_v1
Recommendation Systems for Data Scientists,DataCamp,https://www.datacamp.com/search?q=Recommendation+Systems+for+Data+Scientists,False,False,4.9,192632,46,beginner,recommendation systems,synthetic_pfa_v1
Professional Certificate in Recommendation Systems,Coursera,https://www.coursera.org/search?query=Professional+Certificate+in+Recommendation+Systems,False,False,4.7,11395,13,beginner,recommendation systems,synthetic_pfa_v1
Applied Recommendation Systems,Pluralsight,https://www.pluralsight.com/search?q=Applied+Recommendation+Systems,False,False,4.7,21898,57,beginner,recommendation systems,synthetic_pfa_v1
Complete Recommendation Systems Bootcamp – Intermediate,Pluralsight,https://www.pluralsight.com/search?q=Complete+Recommendation+Systems+Bootcamp+%E2%80%93+Intermediate,True,True,5.0,9656,11,intermediate,recommendation systems,synthetic_pfa_v1
Recommendation Systems for Data Scientists – Intermediate,Udemy,https://www.udemy.com/courses/search/?q=Recommendation+Systems+for+Data+Scientists+%E2%80%93+Intermediate,True,False,4.1,149538,9,intermediate,recommendation systems,synthetic_pfa_v1
Professional Certificate in Recommendation Systems – Intermediate,LinkedIn Learning,https://www.linkedin.com/learning/search?keywords=Professional+Certificate+in+Recommendation+Systems+%E2%80%93+Intermediate,True,True,3.8,113451,28,intermediate,recommendation systems,synthetic_pfa_v1
Applied Recommendation Systems – Intermediate,LinkedIn Learning,https://www.linkedin.com/learning/search?keywords=Applied+Recommendation+Systems+%E2%80%93+Intermediate,False,False,4.1,12148,11,intermediate,recommendation systems,synthetic_pfa_v1
Complete Recommendation Systems Bootcamp – Advanced,Udemy,https://www.udemy.com/courses/search/?q=Complete+Recommendation+Systems+Bootcamp+%E2%80%93+Advanced,False,False,4.9,43322,54,advanced,recommendation systems,synthetic_pfa_v1
Recommendation Systems for Data Scientists – Advanced,edX,https://www.edx.org/search?q=Recommendation+Systems+for+Data+Scientists+%E2%80%93+Advanced,False,False,4.8,45602,28,advanced,recommendation systems,synthetic_pfa_v1
Professional Certificate in Recommendation Systems – Advanced,LinkedIn Learning,https://www.linkedin.com/learning/search?keywords=Professional+Certificate+in+Recommendation+Systems+%E2%80%93+Advanced,True,True,4.7,9405,39,advanced,recommendation systems,synthetic_pfa_v1
Applied Recommendation Systems – Advanced,Udemy,https://www.udemy.com/courses/search/?q=Applied+Recommendation+Systems+%E2%80%93+Advanced,False,False,4.1,12024,25,advanced,recommendation systems,synthetic_pfa_v1
Complete Graph Neural Networks Bootcamp,Pluralsight,https://www.pluralsight.com/search?q=Complete+Graph+Neural+Networks+Bootcamp,True,False,4.9,44898,27,beginner,graph neural networks,synthetic_pfa_v1
Graph Neural Networks for Data Scientists,DataCamp,https://www.datacamp.com/search?q=Graph+Neural+Networks+for+Data+Scientists,True,False,4.5,40105,31,beginner,graph neural networks,synthetic_pfa_v1
Professional Certificate in Graph Neural Networks,fast.ai,https://course.fast.ai/,False,False,4.6,107911,42,beginner,graph neural networks,synthetic_pfa_v1
Applied Graph Neural Networks,Udemy,https://www.udemy.com/courses/search/?q=Applied+Graph+Neural+Networks,True,False,3.9,1675,22,beginner,graph neural networks,synthetic_pfa_v1
Complete Graph Neural Networks Bootcamp – Intermediate,LinkedIn Learning,https://www.linkedin.com/learning/search?keywords=Complete+Graph+Neural+Networks+Bootcamp+%E2%80%93+Intermediate,False,False,4.3,29902,46,intermediate,graph neural networks,synthetic_pfa_v1
Graph Neural Networks for Data Scientists – Intermediate,Coursera,https://www.coursera.org/search?query=Graph+Neural+Networks+for+Data+Scientists+%E2%80%93+Intermediate,True,False,4.5,61000,57,intermediate,graph neural networks,synthetic_pfa_v1
Professional Certificate in Graph Neural Networks – Intermediate,edX,https://www.edx.org/search?q=Professional+Certificate+in+Graph+Neural+Networks+%E2%80%93+Intermediate,False,False,4.6,1817,17,intermediate,graph neural networks,synthetic_pfa_v1
Applied Graph Neural Networks – Intermediate,fast.ai,https://course.fast.ai/,False,False,4.1,50760,56,intermediate,graph neural networks,synthetic_pfa_v1
Complete Graph Neural Networks Bootcamp – Advanced,fast.ai,https://course.fast.ai/,False,False,4.0,2904,31,advanced,graph neural networks,synthetic_pfa_v1
Graph Neural Networks for Data Scientists – Advanced,DataCamp,https://www.datacamp.com/search?q=Graph+Neural+Networks+for+Data+Scientists+%E2%80%93+Advanced,False,False,5.0,65451,37,advanced,graph neural networks,synthetic_pfa_v1
Professional Certificate in Graph Neural Networks – Advanced,edX,https://www.edx.org/search?q=Professional+Certificate+in+Graph+Neural+Networks+%E2%80%93+Advanced,False,False,4.1,25257,24,advanced,graph neural networks,synthetic_pfa_v1
Applied Graph Neural Networks – Advanced,fast.ai,https://course.fast.ai/,False,False,4.8,488746,33,advanced,graph neural networks,synthetic_pfa_v1
Complete Transformers Bootcamp,Udemy,https://www.udemy.com/courses/search/?q=Complete+Transformers+Bootcamp,True,True,4.5,16498,13,beginner,transformers,synthetic_pfa_v1
Transformers for Data Scientists,fast.ai,https://course.fast.ai/,True,False,4.7,86710,47,beginner,transformers,synthetic_pfa_v1
Professional Certificate in Transformers,DataCamp,https://www.datacamp.com/search?q=Professional+Certificate+in+Transformers,True,False,4.6,10868,7,beginner,transformers,synthetic_pfa_v1
Applied Transformers,Pluralsight,https://www.pluralsight.com/search?q=Applied+Transformers,True,True,4.3,846,19,beginner,transformers,synthetic_pfa_v1
Complete Transformers Bootcamp – Intermediate,Udemy,https://www.udemy.com/courses/search/?q=Complete+Transformers+Bootcamp+%E2%80%93+Intermediate,False,False,4.3,6265,15,intermediate,transformers,synthetic_pfa_v1
Transformers for Data Scientists – Intermediate,LinkedIn Learning,https://www.linkedin.com/learning/search?keywords=Transformers+for+Data+Scientists+%E2%80%93+Intermediate,True,False,4.3,245574,46,intermediate,transformers,synthetic_pfa_v1
Professional Certificate in Transformers – Intermediate,fast.ai,https://course.fast.ai/,True,True,4.8,9651,32,intermediate,transformers,synthetic_pfa_v1
Applied Transformers – Intermediate,Coursera,https://www.coursera.org/search?query=Applied+Transformers+%E2%80%93+Intermediate,True,True,3.9,1462,36,intermediate,transformers,synthetic_pfa_v1
Complete Transformers Bootcamp – Advanced,Pluralsight,https://www.pluralsight.com/search?q=Complete+Transformers+Bootcamp+%E2%80%93+Advanced,True,True,4.5,28490,51,advanced,transformers,synthetic_pfa_v1
Transformers for Data Scientists – Advanced,DataCamp,https://www.datacamp.com/search?q=Transformers+for+Data+Scientists+%E2%80%93+Advanced,True,True,4.4,42489,40,advanced,transformers,synthetic_pfa_v1
Professional Certificate in Transformers – Advanced,edX,https://www.edx.org/search?q=Professional+Certificate+in+Transformers+%E2%80%93+Advanced,True,True,3.9,36278,35,advanced,transformers,synthetic_pfa_v1
